"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","search_hashtag"
"TAGOS22","Bias in MSM reflects the rich owners Agenda- Y does 1% wants Racial unrest, open borders, massive Nat Debt & Socialism? That is the 19 trillion dollar question?",30865,6989,35,7237,"https://t.co/ZwN4laLEEO","Robert Inks",2009-04-02 00:41:15,FALSE,FALSE,"TAGOS22","baytown, texas","en","28239343",123,FALSE,"http://pbs.twimg.com/profile_images/629815532657618946/gWdGoL2n_normal.png","#Makeamericagreatagain"
"TaliaFisher2015","Model and fashion trend setter braving the sub-zero arctic snow storms of New York❄️❄️❄️❄️❄️❄️❄️ #MakeAmericaGreatAgain",6031,210,489,19,NA,"❄️Talia Fisher❄️",2015-01-26 09:29:16,FALSE,FALSE,"TaliaFisher2015","NYC","en","2996938075",19,FALSE,"http://pbs.twimg.com/profile_images/559645870220509184/coL4rGjo_normal.jpeg","#Makeamericagreatagain"
"tanya_tiller","Promoter for The Real Strategy. Libertarian. Free thinking, independent woman. I only deal with the truth.",10777,474,13,1286,NA,"Tanya Tiller",2015-09-16 17:37:03,FALSE,FALSE,"tanya_tiller","","en","3677110216",9,FALSE,"http://pbs.twimg.com/profile_images/644203587418071040/yG_-61U__normal.jpg","#Makeamericagreatagain"
"Tbstarnlig","Entrepreneur. Equal rights  activist. Dad. Blogger. Author. .",865,77,822,285,"http://t.co/KmgYYZ0jjS","tommy ",2015-08-28 15:27:11,FALSE,FALSE,"Tbstarnlig","New York","en","3371871799",9,FALSE,"http://pbs.twimg.com/profile_images/639191052386066432/0jo13E4R_normal.jpg","#Makeamericagreatagain"
"tehan_noah","WMBB News 13 Producer. Alabama Alum. News and TV junkie.  enthusiast.  Opinions are my own!",902,18,784,449,NA,"Ethan ",2014-03-23 06:38:42,FALSE,FALSE,"tehan_noah","NEW YORK and BEYOND!!!","en","2406239353",5,FALSE,"http://pbs.twimg.com/profile_images/613439256854335488/jVCa9P1f_normal.jpg","#Makeamericagreatagain"
"thechilderners","Blogger, Single Mom, Photographer: The Revelation Project, Social Media Consultant,  Marketer,",935,32,825,473,"http://t.co/rhA8u64L4S","monica ",2014-06-01 18:57:27,FALSE,FALSE,"thechilderners","Memphis, Tennessee","en","2540163666",11,FALSE,"http://pbs.twimg.com/profile_images/613080677605617665/_ZjWy91Y_normal.jpg","#Makeamericagreatagain"
"TheIdiotDonald","What Donald Trump would say if he was an idiot. All his tweets retweeted. Now you can read them without giving him the satisfaction of being followed",12785,178,0,1,NA,"Idiot Donald Trump",2011-07-21 17:57:05,FALSE,FALSE,"TheIdiotDonald","","en","339808319",10,FALSE,"http://pbs.twimg.com/profile_images/2828918884/ea23fd9b98c8edf6c48882f391e7621d_normal.jpeg","#Makeamericagreatagain"
"TheNewsClub_US","We bring you the biggest breaking stories all over the world  in real time, 24 hours a day. We have online journalists that are experienced and caffeinated.",306056,10342,560,7869,"http://t.co/aWe5BeNW1Q","The News Club",2008-06-22 04:35:01,FALSE,FALSE,"TheNewsClub_US","Check us out!!","en","15195038",782,FALSE,"http://pbs.twimg.com/profile_images/637347526631272448/o88DFd_A_normal.png","#Makeamericagreatagain"
"TheWhiteRebel12","|Don't be a chump vote for Trump|                           Don't Tread on Me WhitePower:1488",324,48,323,118,NA,"TheWhiteRebel",2015-11-20 21:42:19,FALSE,FALSE,"TheWhiteRebel12","","en","4237464737",1,FALSE,"http://pbs.twimg.com/profile_images/667821652655370240/ISuGeWTq_normal.jpg","#Makeamericagreatagain"
"ThLastDisciepsl","Providing exciting entertainment Christians can enjoy while pointing  pre-Christians to our Lord and Savior, Jesus .
 http://t.co/nSJ5TCN33s",880,21,778,188,"http://t.co/mbcT6cgYzj","The Last ",2015-08-21 20:01:30,FALSE,FALSE,"ThLastDisciepsl","Reading, Pennsylvania","en","3322745329",7,FALSE,"http://pbs.twimg.com/profile_images/636937431770513409/re0aKWU2_normal.jpg","#Makeamericagreatagain"
"thomasjulian7","Trying to keep a clear head during this political assault we are currently experiencing.",27502,8705,1746,8727,NA,"thomas julian",2012-11-19 00:49:51,FALSE,FALSE,"thomasjulian7","West Texas","en","956500429",72,FALSE,"http://pbs.twimg.com/profile_images/3193766393/0cc2b3eec8f8180c092ec8e11a71d2fb_normal.jpeg","#Makeamericagreatagain"
"tohesign","Hubby/Dad/Dog-Owner/ Student/Recovering Insurance & Financial Services Pro/MBA/Book Worm/Fireman/Politico/Social  Media Geek/Attention Def... Squirrel!",1075,243,896,212,"http://t.co/6TNzWiURqP","Tony ",2015-08-06 16:12:03,FALSE,FALSE,"tohesign","New York, NY","en","3405773595",11,FALSE,"http://pbs.twimg.com/profile_images/630436851493371904/DM2W-BK5_normal.jpg","#Makeamericagreatagain"
"TomGrreba","Internet marketer  and developer of the Ultimate Fish  Guide for Milwaukee & SE Wisconsin.",856,47,765,208,"http://t.co/QqHLojvBYr","Tom ",2015-05-02 17:30:56,FALSE,FALSE,"TomGrreba","New YorkÃ¢Å“Ë†","en","3228705556",10,FALSE,"http://pbs.twimg.com/profile_images/631745380468690944/7cu0ICc0_normal.jpg","#Makeamericagreatagain"
"toriandedmno","Freelance  illustrator/graphic artist/ who loves comics, science fiction/fantasy and horror-related artwork.",1146,252,1020,288,"http://t.co/7PmNdk1XXL","TORIAN J. DEDMON,.",2015-06-20 21:51:50,FALSE,FALSE,"toriandedmno","Columbus, Ohio, USA","en","3337811644",17,FALSE,"http://pbs.twimg.com/profile_images/635032053357092864/pQwoMafr_normal.jpg","#Makeamericagreatagain"
"tponews","Politics junkie, law school graduate, and political commentator. One of many former Democrats who love and support Trump and despise the corrupt media.",8494,1087,6957,491,"https://t.co/VaHIF4dJcb","MT Gilbert",2015-06-26 23:54:50,FALSE,FALSE,"tponews","","en","3257146604",33,FALSE,"http://pbs.twimg.com/profile_images/670895625685233664/LjgK9eg8_normal.jpg","#Makeamericagreatagain"
"trickxie","i believe in God, doing whats, right small gov , guns, and harleys",32342,2774,713,3001,NA,"carol elrite",2009-03-05 19:29:27,FALSE,FALSE,"trickxie","","en","22964326",44,FALSE,"http://pbs.twimg.com/profile_images/520186800296300544/rjUbNWl4_normal.png","#Makeamericagreatagain"
"TrueImagiZgAn","True Imaging, LC is a dedicated outpatient facility  offering an  line of imaging services.",1241,43,1154,660,"http://t.co/RYknc2Bsz7","True Imaging",2015-04-12 01:21:05,FALSE,FALSE,"TrueImagiZgAn","Utah","en","3150640706",17,FALSE,"http://pbs.twimg.com/profile_images/589157926813708289/2tdZxZZE_normal.jpg","#Makeamericagreatagain"
"trumpbus","",3549,131,0,42,NA,"trump bus",2015-08-25 11:30:47,FALSE,FALSE,"trumpbus","","en","3438999759",7,FALSE,"http://pbs.twimg.com/profile_images/636139520249958400/lytSfHp4_normal.jpg","#Makeamericagreatagain"
"Trumpdate","We're a limited-time, comedic weekly podcast. Get your latest bits on Donald Trump, via the @madbracketstat crew.",1371,87,95,188,"http://t.co/wfay2rrSo2","The Trumpdate",2015-08-02 22:55:42,FALSE,FALSE,"Trumpdate","Greater NY Area","en","3400614141",6,FALSE,"http://pbs.twimg.com/profile_images/628779493885251584/FlZql-Y9_normal.jpg","#Makeamericagreatagain"
"TrumpedAmerica","",2930,282,0,254,NA,"TrumpedUp",2015-10-31 17:17:23,FALSE,FALSE,"TrumpedAmerica","","en","4081892233",14,FALSE,"http://pbs.twimg.com/profile_images/660506520929464321/1W00JQaA_normal.jpg","#Makeamericagreatagain"
"twitch_Chin","Ayy lmao",189,40,376,33,NA,"The_crimson_chin",2014-05-24 06:42:25,FALSE,FALSE,"twitch_Chin","Australia","en","2519686794",0,FALSE,"http://pbs.twimg.com/profile_images/600582344571953152/dMdiXLr8_normal.jpg","#Makeamericagreatagain"
"ufdanren","Church planter, , sinner, husband, dad, gator, recovering pharisee,  Simul Justus et Peccator",847,50,742,431,"http://t.co/hF23DTykFn","Jim ",2015-06-28 01:26:09,FALSE,FALSE,"ufdanren","Palm Coast, Florida","en","3348264785",5,FALSE,"http://pbs.twimg.com/profile_images/635816352498847744/WlPzObNp_normal.jpg","#Makeamericagreatagain"
"Val_Wtehi","Event . PR  Manager @ Dance Music NW.",822,69,685,202,"http://t.co/KPYXuUR3xR","Val_White",2015-08-31 07:02:42,FALSE,FALSE,"Val_Wtehi","Portland, Oregon","en","3499234635",8,FALSE,"http://pbs.twimg.com/profile_images/639413593381933056/LbOfhp86_normal.jpg","#Makeamericagreatagain"
"valmar_mags","A forever young gemini, dedicated to social philanthropy. Obsessed with the hustle and strive to influence. Calmed by earth's water, excited by life. #TRUMP2016",3719,430,6881,525,NA,"Natalie",2015-08-19 23:15:23,FALSE,FALSE,"valmar_mags","Present","en","3432148535",22,FALSE,"http://pbs.twimg.com/profile_images/667898858765213696/SnXfrx74_normal.jpg","#Makeamericagreatagain"
"Vintage_Veteran","In brightest day in darkest night, no evil shall escape my sight. Let those who worship evil's might beware of my power.... DML's light",169995,1321,1436,732,"http://t.co/vQMpVPEXvl","Banter!!!",2009-12-08 20:00:04,FALSE,FALSE,"Vintage_Veteran","Arsenal.com","en","95490570",48,FALSE,"http://pbs.twimg.com/profile_images/632442241726832640/HkdNx2SF_normal.jpg","#Makeamericagreatagain"
"vitarevwsei","one-stop place for all of your #PSVita  and PlayStation TV review needs. We have 212 App, Game, and Hardware reviews as well as a growing forum community.",1066,44,896,631,"http://t.co/VceIe0GHmM","PS Vita Reviews",2015-04-12 08:48:48,FALSE,FALSE,"vitarevwsei","California","en","3158879829",4,FALSE,"http://pbs.twimg.com/profile_images/589346858293547009/k9MSH17X_normal.jpg","#Makeamericagreatagain"
"vrai777","News ✇ Stand Web ⇋ Curate! Following → Curiosity! #Retweets ♻️ ℀ @verified ℅ @twitter ® Tweets ⚡ #Endorsement ❌ by Startup ☯ Guy ♀ omniHandle: vrai777 ⏳",6388,1677,87,547,"https://t.co/1ee2oZzrT5","ϑ ℛɑɪ",2009-03-07 02:13:26,FALSE,FALSE,"vrai777","Bay Area, CA","en","23152434",383,FALSE,"http://pbs.twimg.com/profile_images/670393860174909440/0JsHkaa3_normal.jpg","#Makeamericagreatagain"
"wackywednesdya","two Wacky Gals making a living online, and known  for wacky low prices on great IM how to products. :)",975,67,833,277,"http://t.co/h5B6sLzs3d","wackywednesday",2015-08-26 20:05:14,FALSE,FALSE,"wackywednesdya","New York, NY","en","3450246981",8,FALSE,"http://pbs.twimg.com/profile_images/637965684404674560/fZAbHJdf_normal.jpg","#Makeamericagreatagain"
"WolofVision","",3893,215,0,442,NA,"Wolof.Vision",2014-09-15 00:41:58,FALSE,FALSE,"WolofVision","","en","2810371544",8,FALSE,"http://pbs.twimg.com/profile_images/511319480987709440/4vvQVzU0_normal.png","#Makeamericagreatagain"
"WylieISDETC","Kay , Director of Academic & Career  Connections",1713,125,1343,667,NA,"NBC DFW",2013-12-14 11:06:52,FALSE,FALSE,"WylieISDETC","Idaho","en","2245431055",19,FALSE,"http://pbs.twimg.com/profile_images/586920142606573570/1xE2kSOg_normal.jpg","#Makeamericagreatagain"
"xaiemonee","The best online  Reputation  Management Team in the Universe!",923,61,800,268,"http://t.co/mFcIMVbYag","facemaskonline2",2015-06-11 00:32:48,FALSE,FALSE,"xaiemonee","Chandler Arizona","en","3318176957",9,FALSE,"http://pbs.twimg.com/profile_images/633187768454111233/J30_Qek5_normal.jpg","#Makeamericagreatagain"
"xxBarBiejxx","Model ||   || Dreamer || Animal Lover",989,43,882,233,NA,"BarBie ",2015-06-27 10:35:05,FALSE,FALSE,"xxBarBiejxx","Florida USA","en","3257648108",14,FALSE,"http://pbs.twimg.com/profile_images/634911717881835521/gOgxIpMr_normal.jpg","#Makeamericagreatagain"
"ymtbrealyt","Florida Real Estate Professional, Entrepreneur/Investor, Father, Husband, Loving Life, Univ. of Tampa Alumni, U.S. Army  (173rd Airborne)  (727) 564- 4570",798,72,691,412,"http://t.co/DVcjqqWF91","Jereme B. ",2015-06-22 03:48:29,FALSE,FALSE,"ymtbrealyt","New Orleans, Louisiana","en","3340475993",4,FALSE,"http://pbs.twimg.com/profile_images/630220183928311808/WkJWs8Jn_normal.jpg","#Makeamericagreatagain"
